Centripetal_Acceleration,Angle_Degrees
0.0011491723590296053,0.08407403768589027
0.0010646648692772735,0.1110614183633772
0.0009852067749528907,0.14670028058882947
0.0009105745777371954,0.18964793269232735
0.0008405518563828657,0.23100720303493966
0.0007749291210145927,0.2529402307492334
0.0007135036689073157,0.241946628932965
0.0006560794417436224,0.20502044439103798
0.0006024668843496527,0.1608022519194722
0.0005524828049091239,0.12182308212205051
0.0005059502366568933,0.09155003732564261
0.000462698301050194,0.06909623749793799
0.00042256207241928555,0.052583391675478805
0.0003853824440961162,0.04034101455276609
0.00035100599602205747,0.031130819841011195
0.0003192848638340378,0.02408790100579043
0.00029007660942929187,0.018619058787144423
0.0002632440930088785,0.014319620383304865
0.0002386553465996705,0.010916738714806366
0.00021618344905511829,0.008235698476955064
0.0001957064025344891,0.006185907023539746
0.0001771070104607904,0.00476092590417885
0.0001602727569574134,0.004015841928502032
0.0001450956877632844,0.003939692990292674
0.00013147229262663407,0.004338844619929754
0.00011930338917744814,0.0049712901539923195
0.00010849400827861419,0.00568393949942499
9.895328085549901e-05,0.006404653586385701
9.059432620434677e-05,0.0071033559790184475
8.333414177914097e-05,0.007768974931424637
7.709349445726341e-05,0.00839880446573161
7.179681328357806e-05,0.008993766451492614
6.737208369337423e-05,0.009556265804563518
6.375074321369014e-05,0.0100892001721139
6.0867578643438956e-05,0.010595501033284603
5.866062471212938e-05,0.011077927298262156
5.707106421710844e-05,0.011538981515840346
5.604312963955914e-05,0.011980885991586648
5.5524006239085365e-05,0.01240558768825912
5.546373662685162e-05,0.012814776164727662
5.5815126817452685e-05,0.01320990654177922
5.653365375935334e-05,0.013592223461726475
5.757737434391588e-05,0.013962784087521708
5.890683589316393e-05,0.014322479281684642
6.0484988126084705e-05,0.014672052676915712
6.227709660352648e-05,0.015012117643030972
6.425065765186014e-05,0.015343172295857204
6.637531476512137e-05,0.015665612752492505
6.862277648584847e-05,0.015979744854139027
7.096673576454022e-05,0.01628579457065185
7.338279079771778e-05,0.016583917283805504
7.584836734466159e-05,0.016874206125017943
7.834264252269728e-05,0.0171566995199898
8.084647008119138e-05,0.017431388071335922
8.334230715409268e-05,0.017698220889229798
8.581414249115611e-05,0.017957111462053886
8.824742616777384e-05,0.01820794314177583
9.062900077341081e-05,0.018450574303734875
9.294703407876518e-05,0.018684843228101596
9.519095318132069e-05,0.018910572737115442
9.735138012986385e-05,0.01912757461302701
9.942006902727227e-05,0.01933565381188467
0.00010138984461224794,0.019534612480996718
0.00010325454231940553,0.01972425378051559
0.00010500894981820137,0.019904385504608706
0.00010664875003030064,0.020074823492790418
0.00010817046562577424,0.020235394818543084
0.00010957140499770093,0.020385940740131617
0.00011084960971557189,0.020526319396580752
0.00011200380345724483,0.02065640823163854
0.00011303334241953577,0.02077610612886569
0.00011393816720735131,0.020885335241833686
0.00011471875620171376,0.020984042506180918
0.00011537608040600166,0.02107220082198447
0.00011591155977120588,0.02114980989895959
0.00011632702099959185,0.021216896760304832
0.00011662465682699945,0.02127351590510188
0.00011680698678392856,0.021319749133385447
0.00011687681943493852,0.02135570504245717
0.00011683721609710278,0.021381518206970568
0.00011669145603662559,0.021397348059538242
0.00011644300314450076,0.021403377492355286
0.00011609547409048657,0.021399811203280893
0.00011565260795586417,0.02138687381305257
0.00011511823734480401,0.021364807782273332
0.00011449626097426964,0.021333871158433493
0.0001137906177427299,0.02129433518434202
0.00011300526227728537,0.021246481799595193
0.0001121441419595395,0.02119060106643939
0.0001112111754300741,0.021126988550699204
0.00011021023257157718,0.0210559426870231
0.00010914511597055414,0.02097776215564842
0.00010801954385764267,0.020892743296316824
0.00010683713452664845,0.020801177581810843
0.00010560139223206376,0.02070334917102413
0.00010431569456542803,0.02059953255925619
0.00010298328131004545,0.020489990339213008
0.00010160724477452327,0.02037497108472932
0.00010019052160488378,0.020254707365044058
9.873588607528084e-05,0.020129413895654508
9.724594485736747e-05,0.019999285828721777
9.572313326825547e-05,0.019864497183637416
9.416971299711605e-05,0.019725199416507
9.258777131047048e-05,0.019581520124991366
9.097922173597111e-05,0.019433561883721664
8.934580622492722e-05,0.019281401203826615
8.768909879343628e-05,0.019125087609101924
8.601051064203046e-05,0.018964642820584916
8.431129675414915e-05,0.01880006004073817
8.259256397305131e-05,0.018631303327742453
8.085528055743012e-05,0.01845830705078935
7.910041812184143e-05,0.018280989222865137
7.73302912416756e-05,0.018099393756295334
7.554862768961891e-05,0.01791370878516353
7.375927439148219e-05,0.017724137223713753
7.196604790019093e-05,0.017530881266608726
7.017271551125886e-05,0.017334140177935914
6.838297746666047e-05,0.017134108181039748
6.660045024729147e-05,0.016930972451980535
6.482865095364398e-05,0.016724911218343463
6.307098277504528e-05,0.01651609196267186
6.133072154739269e-05,0.016304669728069897
5.961100339904921e-05,0.01609078552209058
5.7914813485525884e-05,0.015874564813467867
5.6244975812304196e-05,0.015656116114247692
5.4604144146231505e-05,0.015435529640069051
5.299479401535485e-05,0.015212876038754139
5.141921579708253e-05,0.014988205177630155
4.9879508894887176e-05,0.014761544978939029
4.8377577003387196e-05,0.014532900292052607
4.691512446184495e-05,0.014302251791162424
4.54936536961368e-05,0.014069554886710545
4.41144637491339e-05,0.013834738638900574
4.277864989948608e-05,0.013597704661889618
4.148710436889395e-05,0.013358326007325904
4.024051811777846e-05,0.013116446016587374
3.903938372934353e-05,0.01287187713212914
3.788399938217436e-05,0.012624399658867988
3.677447391113221e-05,0.012373760468294507
3.57107329568031e-05,0.012119671640144188
3.469252620329908e-05,0.011861809038098782
3.371943570450996e-05,0.011599810820428076
3.279088529879243e-05,0.011333275889880503
3.190615111210093e-05,0.011061762293755517
3.106437314952569e-05,0.010784785592585507
3.026456797524141e-05,0.010501817227064529
2.9505642480993638e-05,0.010212282927837902
2.8786408742833456e-05,0.009915561233868156
2.8105599966482948e-05,0.009610982214691742
2.7461887520975735e-05,0.009297826535154471
2.6853899060807507e-05,0.008975325063608838
