,centripetal_acceleration,angle
0,0.0002638762938847287,0.008310622725712848
1,0.00019620276839283986,0.007331956320613144
2,0.00014510740776890507,0.006431458610080946
3,0.00010899825885880783,0.005601611497451415
4,8.638587065864968e-05,0.004835748850662869
5,7.587854607617257e-05,0.004127981120514924
6,7.617774870724822e-05,0.003473137508274484
7,8.607366137851544e-05,0.002866738304955368
8,0.00010444089323940311,0.0023050284140862173
9,0.00013023433222093144,0.001785162293216688
10,0.0001624851397115729,0.0013058554590968398
11,0.00020029688433382558,0.0008699161916037987
12,0.00024284181173846785,0.0004977274575298465
13,0.0002893572473671563,0.00031567908530135346
14,0.0003391421291664942,0.000496376937946613
15,0.0003915536672708913,0.0007950474318460827
16,0.00044600412770449743,0.0010997634758601333
17,0.000501957737185675,0.0013922393092718726
18,0.0005589277061508388,0.0016686489541332045
19,0.0006164733671482199,0.001928307660158676
20,0.0006741974257846713,0.002171447497653699
21,0.0007317433214427084,0.0023986059714997975
22,0.0007887926950180616,0.0026104218169452848
23,0.0008450629609604206,0.0028075619442974337
24,0.0009003049809354157,0.002990699497495031
25,0.000954300836457048,0.0031605160940876642
26,0.0010068616978740803,0.003317718697283613
27,0.001057825787127764,0.003463068340783325
28,0.0011070564317300763,0.003597421150328272
29,0.001154440207446889,0.0037217841133810915
30,0.0011998851672015897,0.0038373896937369187
31,0.0012433191537503338,0.003945794990343978
32,0.0012846881937114486,0.004049012762209424
33,0.0013239549705659525,0.004149683105181801
34,0.0013610973742790781,0.004251295369198012
35,0.0013961071252263813,0.004358469100572188
36,0.0014289884701406087,0.004477298886555485
37,0.001459756947829274,0.004615759185468427
38,0.001488438222446543,0.0047841505259580575
39,0.0015150669821357916,0.004995550112343596
40,0.001539685900892408,0.005266216960617053
41,0.0015623446615305107,0.005615911872647204
42,0.0015830990376697138,0.00606814551911526
43,0.0016020100326920275,0.006650467235896326
44,0.0016191430736515375,0.007395022720652247
45,0.0016345672581542516,0.008339687903796139
46,0.001648354652256366,0.009530100945883045
47,0.0016605796374661358,0.011022901395188495
48,0.0016713183049633117,0.01289052877797786
49,0.001680647895187885,0.015228108096454297
50,0.0016886462809801268,0.01816329804580772
51,0.0016953914924883655,0.0218705254282266
52,0.001700961282094509,0.02659180713141559
53,0.0017054327276399865,0.03266735348756595
54,0.0017088818722683628,0.04058004008715099
55,0.0017113833992344002,0.05101717422686002
56,0.0017130103400627298,0.0649455541319967
57,0.0017138338144715671,0.08366521024405456
58,0.0017139228005119207,0.1087087582342451
59,0.0017133439334046062,0.14120062911670173
60,0.0017121613315914887,0.17990391589915297
61,0.0017104364485503705,0.21766305959955254
62,0.0017082279489563665,0.24012929571518932
63,0.0017055916078058415,0.23496325435109816
64,0.001702580231152498,0.20523728056317542
65,0.0016992435971382848,0.16576281102480486
66,0.0016956284160351209,0.12874736641596798
67,0.0016917783080471433,0.09885027625560702
68,0.0016877337976556358,0.07614386069049775
69,0.0016835323233233902,0.059227299698919024
70,0.0016792082614072808,0.04661866716656831
71,0.0016747929631618368,0.0371382683454453
72,0.0016703148037501333,0.02992878377467961
73,0.001665799242210617,0.024386290297383106
74,0.0016612688913631628,0.020088325625645925
75,0.0016567435966701775,0.01673825628317499
76,0.0016522405231012395,0.014125821500687778
77,0.001647774249085,0.01209969676485907
78,0.0016433568666634132,0.010548174287116255
79,0.001638998086997446,0.0093852759267007
80,0.0016347053504077226,0.008540896867853729
81,0.0016304839401644173,0.00795451891055934
82,0.0016263370992770124,0.0075722417783599845
83,0.0016222661495653155,0.007346350350555126
84,0.0016182706123280797,0.007236044454440656
85,0.0016143483299584853,0.00720803421684321
86,0.001610495587887548,0.0072363855073834015
87,0.0016067072362733728,0.007301673556019356
88,0.0016029768108836147,0.007389792959777753
89,0.0015992966526532796,0.0074907433681422175
90,0.0015956580254356178,0.007597570628870697
91,0.0015920512314923836,0.007705523023344938
92,0.0015884657243081096,0.007811414366665094
93,0.0015848902183422445,0.007913158813701414
94,0.0015813127953690441,0.0080094377085494
95,0.0015777210070875547,0.008099463709864502
96,0.0015741019737167074,0.008182814837176935
97,0.001570442478324218,0.008259318090668981
98,0.0015667290566728363,0.00832896796940592
99,0.0015629480823978123,0.00839186948233576
100,0.0015590858473650707,0.008448198340066642
101,0.0015551286370930838,0.00849817320757237
102,0.0015510628011522675,0.008542036436398058
103,0.0015468748184916138,0.008580040767672166
104,0.001542551357675144,0.008612440244476799
105,0.0015380793320427936,0.008639484093417247
106,0.0015334459498439349,0.008661412699501674
107,0.0015286387594272601,0.008678455054369344
108,0.0015236456896012217,0.008690827236967407
109,0.001518455085313486,0.008698731613754283
110,0.0015130557388319753,0.008702356534804964
111,0.0015074369071284483,0.008701876386779587
112,0.0015015880926079598,0.008697452372436888
113,0.0014954984797663964,0.008689234324250679
114,0.0014891567971443626,0.008677361938600713
115,0.0014825514252964484,0.008661965555979275
116,0.0014756705128061588,0.00864316689978386
117,0.0014685020902381481,0.008621079780948305
118,0.0014610341816281385,0.008595810760411372
119,0.0014532549131319485,0.00856745976622306
120,0.0014451526184840234,0.008536120663550023
121,0.0014367159409364619,0.008501881777816484
122,0.0014279339313756415,0.008464826372404125
123,0.0014187961423399707,0.008425033082887069
124,0.0014092927176819021,0.008382576309935396
125,0.0013994144776479382,0.008337526574236552
126,0.001389152999169596,0.008289950835321594
127,0.001378500691186446,0.008239912777775277
128,0.0013674508648442423,0.008187473067522929
129,0.00135599779843936,0.00813268958018405
130,0.00134413679699862,0.008075617604776307
131,0.0013318642464172881,0.008016310024795989
132,0.0013191776620937905,0.007954817478823747
133,0.0013060757320300799,0.007891188502991682
134,0.0012925583543882077,0.007825469656852867
135,0.0012786266695191445,0.0077577056351072725
136,0.0012642830865046604,0.007687939366256218
137,0.0012495313042773192,0.007616212099980076
138,0.0012343763274067947,0.00754256348450036
139,0.0012188244766687152,0.007467031636176561
140,0.0012028833945325061,0.007389653200723001
141,0.0011865620457330735,0.007310463409329378
142,0.0011698707131121337,0.007229496128982165
143,0.00115282098894311,0.0071467839095748125
144,0.00113542576197483,0.007062358026962534
145,0.0011176992004561961,0.006976248524650673
146,0.0010996567314269336,0.006888484253566765
147,0.0010813150165848702,0.0067990929115015605
148,0.0010626919250640878,0.006708101082489329
149,0.0010438065034845288,0.006615534277416243
150,0.0010246789436548732,0.006521416975677853
151,0.00100533054833859,0.006425772669665255
152,0.0009857836955156078,0.006328623911614166
