,centripetal_acceleration,angle
153,0.0009660618015963691,0.006229992364666651
154,0.0009461892840710985,0.006129898857775022
155,0.000926191524100012,0.006028363445846307
156,0.0009060948295755115,0.005925405475682234
157,0.0008859263992125558,0.005821043658408323
158,0.0008657142882458759,0.005715296149446093
159,0.0008454873763397194,0.005608180636896452
160,0.0008252753383388576,0.005499714439395788
161,0.0008051086185138606,0.0053899146142885315
162,0.0007850184089794615,0.0052787980782024665
163,0.0007650366329887527,0.005166381741348184
164,0.0007451959338286428,0.005052682656598226
165,0.0007255296700713439,0.004937718186652069
166,0.0007060719179544216,0.004821506191261535
167,0.0006868574816937717,0.004704065237812774
168,0.0006679219125513572,0.00458541483882085
169,0.0006493015375100694,0.004465575721455257
170,0.0006310334984284366,0.00434457013475765
171,0.0006131558025753685,0.004222422200612647
172,0.0005957073854661323,0.004099158319863102
173,0.0005787281869500737,0.003974807642346814
174,0.0005622592415201602,0.0038494026173302143
175,0.0005463427838428497,0.0037229796418137904
176,0.0005310223705288286,0.003595579831521371
177,0.0005163430191904363,0.003467249946658066
178,0.0005023513658576151,0.003338043512452671
179,0.0004890958418454259,0.0032080221919794693
180,0.00047662687119449855,0.0030772574843101336
181,0.00046499708982655085,0.0029458328486543007
182,0.0004542615875861692,0.0028138463911584538
183,0.0004444781743587269,0.002681414305300273
184,0.0004357076714850087,0.002548675326468299
185,0.00042801422971295395,0.0024157965719284794
186,0.0004214656749534685,0.0022829812887892034
187,0.0004161338831320758,0.0021504792563472193
188,0.000412095185451694,0.0020186009133371747
189,0.00040943080540647623,0.0018877367489877853
190,0.00040822732891249115,0.0017583841561411167
191,0.00040857720894322885,0.0016311848372118013
192,0.0004105793060849125,0.0015069769322630675
193,0.00041433946644940336,0.001386867007545177
194,0.00041997113840729425,0.001272326834116123
195,0.0004275960296294112,0.0011653156726226601
196,0.0004373448059475789,0.0010684141026244445
197,0.00044935783357259317,0.0009849190855050639
198,0.00046378596622822864,0.0009187833886308678
199,0.00048079137878892254,0.0008742146847001234
200,0.0005005484490297707,0.0008548063774863638
201,0.0005232446891240177,0.0008624150741594128
202,0.0005490817285467304,0.0008964468998912315
203,0.0005782763500684809,0.0009541106241154752
204,0.0006110615805468368,0.0010314253015247462
205,0.0006476878382493716,0.0011242685951364999
206,0.0006884241384630307,0.0012290069287545868
207,0.0007335593591745455,0.0013427024803067242
208,0.0007834035686258087,0.0014630791278377987
209,0.000838289416575243,0.001588401406562786
210,0.0008985735911223692,0.0017173458082222583
211,0.0009646383429721395,0.0018488929031228417
212,0.0010368930790462005,0.0019822451016880526
213,0.001115776027368702,0.0021167665706525365
214,0.0012017559751794484,0.0022519401284622777
215,0.0012953340822531964,0.0023873364958378906
216,0.0013970457714282303,0.0025225923385343288
217,0.001507462698368139,0.002657394521149361
218,0.001627194802611901,0.002791468752218364
219,0.0017568924419857344,0.002924571347556657
220,0.0018972486124789027,0.0030564832198849835
