Centripetal_Acceleration,Angle_Degrees
1.71219304793434e-05,0.013964966075822698
1.645272962240484e-05,0.014530507862449325
1.5803651938000012e-05,0.015134484375587483
1.5174294177959923e-05,0.015780350579856547
1.4564257145396319e-05,0.016471917697556796
1.3973145694579526e-05,0.01721338910631845
1.3400568731035264e-05,0.018009398144317755
1.2846139211523774e-05,0.018865047062631618
1.2309474143953204e-05,0.019785945889748382
1.1790194587530819e-05,0.02077824930739502
1.128792565264207e-05,0.021848688704649923
1.0802296500878912e-05,0.023004595302894983
1.0332940345086459e-05,0.024253908505210794
9.879494449306153e-06,0.025605161303105087
9.441600128785184e-06,0.027067431511924714
9.018902750011796e-06,0.028650243658693425
8.611051730700489e-06,0.030363401389297426
8.217700539735815e-06,0.03221672426362919
7.838506697285226e-06,0.03421965594399681
7.4731317746834945e-06,0.03638070360702006
7.121241394495397e-06,0.0387066621424541
6.782505230524787e-06,0.041201573618288835
6.456597007777476e-06,0.043865376373867206
6.143194502464582e-06,0.04669221471633331
5.841979542043678e-06,0.04966841734972446
5.552638005167668e-06,0.05277021945077802
5.274859821717209e-06,0.05596140744722073
5.008338972794813e-06,0.05919120797070265
4.752773490703857e-06,0.0623929085271117
4.507865458995174e-06,0.0654838466711562
4.273321012402561e-06,0.06836746448355722
4.048850336902424e-06,0.07093800055808057
3.834167669686987e-06,0.07308799972145635
3.6289912991502495e-06,0.0747181540909381
3.433043564931809e-06,0.07574818035161503
3.246050857863101e-06,0.07612677042239978
3.0677436200051797e-06,0.0758384655848065
2.8978563446302686e-06,0.07490580786558056
2.7361275762507688e-06,0.07338622932785116
2.582299910568158e-06,0.07136445548935802
2.436119994511292e-06,0.06894221591430803
2.2973385262389694e-06,0.0662274264403174
2.165710255112069e-06,0.06332470829543452
2.0409939817302484e-06,0.06032838918982074
1.922952557876821e-06,0.057318331689285594
1.811352886597336e-06,0.05435831348942104
1.7059659221132279e-06,0.05149634580866668
1.6065666698909689e-06,0.048766233276109135
1.5129341866079444e-06,0.046189762147066056
1.4248515801589796e-06,0.04377906058743705
1.342106009652889e-06,0.04153883859111512
1.2644886854281208e-06,0.03946835088854841
1.1917948690183663e-06,0.037563023014648464
1.1238238732122434e-06,0.03581574129511032
1.0603790619765777e-06,0.03421784016188082
1.0012678505176897e-06,0.032759833924798434
9.463017052677203e-07,0.03143194233304408
8.952961438549978e-07,0.0302244553511858
8.480707351387243e-07,0.0291279760057521
8.044490991955117e-07,0.0281335729702688
7.642589073192036e-07,0.02723286782957344
7.27331882019708e-07,0.026418076154115174
6.935037970285502e-07,0.025682016752963537
6.626144772925144e-07,0.025018099701231776
6.34507798975526e-07,0.024420300829021312
6.090316894637193e-07,0.02388312815372346
5.860381273585334e-07,0.02340158409885358
5.653831424775676e-07,0.022971126136327465
5.469268158628447e-07,0.022587627616072872
5.305332797642256e-07,0.02224733991865886
5.160707176624805e-07,0.02194685662640215
5.034113642441029e-07,0.021683080096225743
4.924315054247129e-07,0.021453190610009956
4.830114783292515e-07,0.0212546181332062
4.7503567130141076e-07,0.02108501662459827
4.683925239121558e-07,0.02094224078148935
4.6297452693882493e-07,0.020824325073196724
4.586782223834828e-07,0.020729464902925914
4.554042034645003e-07,0.020655999731407197
4.5305711462069735e-07,0.020602398001712246
4.515456515027812e-07,0.02056724371172399
4.5078256098821247e-07,0.020549224493166953
4.5068464116080673e-07,0.020547121065970696
4.511727413391784e-07,0.020559797953409623
4.52171762041572e-07,0.02058619535110638
4.536106550159419e-07,0.020625322061022185
4.5542242322917735e-07,0.020676249407810855
4.575441208579969e-07,0.02073810606828114
4.599168533015487e-07,0.02081007375468644
4.6248577718177993e-07,0.020891383699366863
4.6520010032590943e-07,0.020981313897238122
4.68013081796877e-07,0.021079187071277223
4.708820318586676e-07,0.021184369328080634
4.7376831200640056e-07,0.021296269481973995
4.766373349427993e-07,0.021414339025976673
4.794585645971129e-07,0.021538072736582575
4.82205516110933e-07,0.021667009900804973
4.848557558488376e-07,0.021800736160756274
4.873909013875167e-07,0.021938885973149386
4.897966215283346e-07,0.02208114568778924
4.920626362830997e-07,0.022227257252183583
4.941827168880233e-07,0.02237702255752527
4.961546857986168e-07,0.02253030844590628
4.979804166803061e-07,0.022687052408340028
4.996658344233515e-07,0.022847269013713804
5.012209151324443e-07,0.02301105711821101
5.026596861350602e-07,0.02317860792295351
5.040002259732804e-07,0.023350213962870122
5.052646644054324e-07,0.023526279133145814
5.064791824083965e-07,0.023707329884964892
5.076740121874647e-07,0.023894027755036813
5.089301124860123e-07,0.02409003181716774
5.104338029165609e-07,0.02430725278541939
5.121795549500824e-07,0.024548366643833107
5.141126456441232e-07,0.024813097211633144
5.161813342035031e-07,0.025101158466241353
5.183368619666748e-07,0.025412247752362203
5.205334524125932e-07,0.025746038486642465
5.227283111707385e-07,0.026102172391042327
5.24881626002425e-07,0.026480251303308902
5.269565668116077e-07,0.02687982863321339
5.289192856463564e-07,0.027300400554253958
5.307389166928249e-07,0.027741397048867356
5.323875762800071e-07,0.02820217295810978
5.338403628744862e-07,0.028681999221651083
5.350753570852707e-07,0.029180054534431944
5.360736216701112e-07,0.029695417689329505
5.368192015146423e-07,0.03022706091699421
5.372991236490008e-07,0.03077384458209503
5.375033972553743e-07,0.03133451362966332
5.374250136413832e-07,0.031907696213786585
5.370599462655092e-07,0.03249190496520541
5.364071507216656e-07,0.03308554136288597
5.354685647490097e-07,0.03368690366999509
5.342491082259135e-07,0.03429419886171179
5.327566831697757e-07,0.034905558917607805
5.310021737458594e-07,0.035519061761010946
5.28999446249521e-07,0.03613275700800003
5.267653491237984e-07,0.036744696536147856
5.243197129540473e-07,0.037352969695421984
5.216853504632147e-07,0.03795574277490356
5.188880565144697e-07,0.03855130210689374
5.159566081168376e-07,0.03913809995394285
5.129227644133962e-07,0.03971480208764865
5.098212666922731e-07,0.0402803357573874
5.066898383879353e-07,0.040833936565492925
5.035691850594923e-07,0.041375192632949934
5.005029944284757e-07,0.041904084372021685
4.975379363373386e-07,0.04242101816676692
4.947236627852487e-07,0.0429268523332072
4.921128079014268e-07,0.04342291383922376
4.897609879597661e-07,0.043911004442261224
4.877268013771196e-07,0.044393395093693874
4.860718287102663e-07,0.044872807667381436
4.848606326539292e-07,0.04535238325587432
4.841607580488884e-07,0.04583563642769867
4.840427318722331e-07,0.04632639492425532
4.845800632438948e-07,0.046828724299078674
4.858492434243892e-07,0.047346836947758236
4.879297458179989e-07,0.04788498487439883
4.909040259620044e-07,0.04844733540896534
4.948575215475547e-07,0.0490378289889124
4.998786523916775e-07,0.049660018105141146
5.060588204673931e-07,0.050316886702662746
5.134924098717056e-07,0.0510106498009876
5.22276786862913e-07,0.051742534035539765
5.325122998183386e-07,0.05251254131141194
5.443022792772838e-07,0.053319200002860355
5.577530379018559e-07,0.054159311166512736
5.729738705098855e-07,0.0550277011621659
5.90077054046882e-07,0.0559169967244942
6.091778476118709e-07,0.056817443652795105
6.303944924351398e-07,0.057716795250687604
6.538482118906503e-07,0.0586003005813353
6.796632114999745e-07,0.05945082423860784
7.079666789143386e-07,0.06024912724038721
7.388887839312993e-07,0.060974331405864085
7.725626784957677e-07,0.061604576194106364
8.091244966785053e-07,0.062117857441604696
8.487133547037336e-07,0.06249301314058705
8.914713509365096e-07,0.06271079545025927
9.375435658770041e-07,0.06275494516598179
9.870780621643552e-07,0.06261317020778658
1.04022588458966e-06,0.06227792805784128
1.097141060071991e-06,0.06174692605042602
1.1579805976827712e-06,0.061023282249546305
1.2229044886249146e-06,0.06011532894739029
1.2920757062493356e-06,0.05903608348379129
1.3656602060420952e-06,0.05780244907668523
1.4438269256361213e-06,0.056434234909028144
1.526747784801928e-06,0.05495309603058577
1.6145976854439386e-06,0.0533814895565001
1.7075545116336353e-06,0.05174172720852275
1.8057991295388564e-06,0.050055180386955195
1.9095153875143774e-06,0.048341667987451875
2.01889011603176e-06,0.04661903347921045
2.134113127695526e-06,0.04490289919833416
2.255377217283067e-06,0.04320657349179912
2.382878161672891e-06,0.04154108007209069
2.5168147199195533e-06,0.03991527761947866
2.65738863319445e-06,0.0383360398394412
2.8048046248176757e-06,0.03680847044180866
2.959270400261181e-06,0.03533613264493783
3.1209966471216687e-06,0.03392127798856389
3.290197035138287e-06,0.03256506391503745
3.4670882162044583e-06,0.03126775349243966
3.651889824340678e-06,0.030028893720721973
3.84482447572055e-06,0.02884747113335757
4.046117768637324e-06,0.02772204498411997
4.2559982835595265e-06,0.026650859328462777
4.474697583058786e-06,0.02563193589740452
4.702450211878957e-06,0.024663149940357485
4.9394936968784645e-06,0.023742291276687595
5.186068547085536e-06,0.022867112715589874
5.442418253640527e-06,0.0220353678451179
5.7087892898409765e-06,0.021244839986228944
5.985431111130235e-06,0.02049336388555548
6.272596155074974e-06,0.019778841506537845
6.570539841387466e-06,0.019099253070730116
6.8795205719415814e-06,0.01845266431678808
7.199799730731039e-06,0.01783723078075784
