x,y,z
-0.0012162735591904,0.0010939716521903,-0.0073206140487865
-0.0012130816990315,0.0011425121020522,-0.0070273016534816
-0.0012090939327645,0.0011885072249761,-0.0067395307982576
-0.0012043251986774,0.0012319923909878,-0.0064572566299874
-0.0011987904350586,0.0012730029701132,-0.0061804342955442
-0.0011925045801961,0.001311574332378,-0.0059090189418009
-0.0011854825723781,0.0013477418478081,-0.0056429657156307
-0.0011777393498929,0.0013815408864292,-0.0053822297639067
-0.0011692898510285,0.0014130068182673,-0.0051267662335018
-0.0011601490140733,0.001442175013348,-0.0048765302712893
-0.0011503317773154,0.0014690808416973,-0.0046314770241422
-0.0011398530790429,0.0014937596733408,-0.0043915616389335
-0.0011287278575441,0.0015162468783044,-0.0041567392625364
-0.0011169710511071,0.001536577826614,-0.0039269650418239
-0.0011045975980202,0.0015547878882953,-0.003702194123669
-0.0010916224365715,0.0015709124333742,-0.0034823816549449
-0.0010780605050491,0.0015849868318764,-0.0032674827825247
-0.0010639267417413,0.0015970464538277,-0.0030574526532813
-0.0010492360849364,0.0016071266692541,-0.002852246414088
-0.0010340034729223,0.0016152628481812,-0.0026518192118177
-0.0010182438439874,0.0016214903606349,-0.0024561261933435
-0.0010019721364198,0.0016258445766409,-0.0022651225055386
-0.0009852032885077,0.0016283608662252,-0.002078763295276
-0.0009679522385393,0.0016290745994135,-0.0018970037094287
-0.0009502339248028,0.0016280211462316,-0.0017197988948699
-0.0009320632855863,0.0016252358767054,-0.0015471039984726
-0.0009134552591781,0.0016207541608606,-0.0013788741671099
-0.0008944247838663,0.001614611368723,-0.0012150645476549
-0.0008749867979391,0.0016068428703185,-0.0010556302869806
-0.0008551562396847,0.0015974840356728,-0.0009005265319602
-0.0008349480473913,0.0015865702348118,-0.0007497084294666
-0.0008143771593471,0.0015741368377613,-0.000603131126373
-0.0007934585138402,0.0015602192145471,-0.0004607497695525
-0.0007722070491588,0.001544852735195,-0.0003225195058781
-0.0007506377035912,0.0015280727697308,-0.000188395482223
-0.0007287654154255,0.0015099146881803,-5.833284546012861e-05
-0.0007066051229499,0.0014904138605693,6.771325753740584e-05
-0.0006841717644525,0.0014696056569236,0.0001897876798965
-0.0006614802782217,0.0014475254472691,0.000307935274744
-0.0006385456025454,0.0014242086016316,0.000422200895207
-0.000615382675712,0.0013996904900368,0.0005326293944124
-0.0005920064360096,0.0013740064825106,0.000639265625487
-0.0005684318217265,0.0013471919490787,0.0007421544415578
-0.0005446737711507,0.001319282259767,0.0008413406957516
-0.0005207472225704,0.0012903127846014,0.0009368692411956
-0.000496667114274,0.0012603188936075,0.0010287849310164
-0.0004724483845494,0.0012293359568112,0.0011171326183412
-0.000448105971685,0.0011973993442384,0.0012019571562968
-0.000423654813969,0.0011645444259148,0.0012833033980101
-0.0003991098496894,0.0011308065718662,0.001361216196608
-0.0003744860171345,0.0010962211521184,0.0014357404052175
-0.0003497982545924,0.0010608235366974,0.0015069208769655
-0.0003250615003514,0.0010246490956287,0.001574802464979
-0.0003002906926997,0.0009877331989384,0.0016394300223847
-0.0002755007699253,0.0009501112166521,0.0017008484023098
-0.0002507066703166,0.0009118185187957,0.0017591024578811
-0.0002259233321617,0.0008728904753951,0.0018142370422254
-0.0002011656937487,0.0008333624564759,0.0018662970084698
-0.0001764486933659,0.000793269832064,0.0019153272097412
-0.0001517872693014,0.0007526479721853,0.0019613724991665
-0.0001271963598435,0.0007115322468655,0.0020044777298726
-0.0001026909032803,0.0006699580261304,0.0020446877549864
-7.828583790005152e-05,0.0006279606800059,0.0020820474276349
-5.399610199082652e-05,0.0005855755785177,0.0021166016009449
-2.983663384087164e-05,0.0005428380916917,0.0021483951280435
-5.822371738371476e-06,0.0004997835895537,0.0021774728620575
1.803174602848863e-05,0.0004564474421295,0.0022038796561139
4.1710781171523896e-05,0.0004128650194448,0.0022276603633395
6.519979540254969e-05,0.0003690716915256,0.0022488598368614
8.848385043338112e-05,0.0003251028283975,0.0022675229298064
0.0001115480079758,0.0002809938000865,0.0022836944953014
0.0001343773297417,0.0002367799766183,0.0022974193864734
0.0001569568774428,0.0001924967280188,0.0023087424564493
0.000179271712791,0.0001481794243137,0.0023177085583561
0.0002013068974981,0.0001038634355288,0.0023243625453206
0.0002230474932759,5.958413169008241e-05,0.0023287492704697
0.0002444785618362,1.5376882823159513e-05,0.0023309135869305
0.0002655851648908,-2.8722941046083998e-05,0.0023309003478298
0.0002863523641515,-7.267996989183988e-05,0.0023287544062945
0.0003067652213303,-0.0001164588336882,0.0023245206154516
0.0003268087981387,-0.0001600241624096,0.0023182438284279
0.0003464681562888,-0.00020334058603,0.0023099688983505
0.0003657283574923,-0.0002463727345238,0.0022997406783463
0.000384574463461,-0.0002890852378649,0.0022876040215421
0.0004029915359067,-0.0003314427260278,0.0022736037810648
0.0004209646365413,-0.0003734098289865,0.0022577848100415
0.0004384788270765,-0.0004149511767152,0.0022401919615991
0.0004555191692242,-0.0004560313991882,0.0022208700888644
0.0004720707246962,-0.0004966151263796,0.0021998640449643
0.0004881185552043,-0.0005366669882636,0.0021772186830259
0.0005036477224604,-0.0005761516148145,0.002152978856176
0.0005186432881761,-0.0006150336360063,0.0021271894175416
0.0005330903140635,-0.0006532776818133,0.0020998952202495
0.0005469738618342,-0.0006908483822097,0.0020711411174268
0.0005602789932,-0.0007277103671697,0.0020409719622002
0.0005729907698729,-0.0007638282666674,0.0020094326076968
0.0005850942535646,-0.0007991667106771,0.0019765679070435
0.0005965745059869,-0.0008336903291729,0.0019424227133672
0.0006074165888516,-0.0008673637521291,0.0019070418797948
0.0006176055638707,-0.0009001516095198,0.0018704702594533
0.0006271264927557,-0.0009320185313193,0.0018327527054695
0.0006359644372187,-0.0009629291475016,0.0017939340709704
0.0006441044589714,-0.000992848088041,0.001754059209083
0.0006515316197256,-0.0010217399829118,0.0017131729729341
0.0006582309811931,-0.001049569462088,0.0016713202156506
0.0006641876050858,-0.0010763011555439,0.0016285457903595
0.0006693865531154,-0.0011018996932537,0.0015848945501878
0.0006738128869939,-0.0011263297051915,0.0015404113482623
0.0006774516684329,-0.0011495558213316,0.0014951410377099
0.0006802879591443,-0.0011715426716482,0.0014491284716576
0.00068230682084,-0.0011922548861153,0.0014024185032324
0.0006834933152317,-0.0012116570947073,0.001355055985561
0.0006838388623396,-0.001229720478454,0.0013070857717705
0.0006833603154179,-0.0012464424226078,0.0012585527149878
0.0006820808860288,-0.0012618268634768,0.0012095016683398
0.0006800237857348,-0.0012758777373691,0.0011599774849535
0.0006772122260983,-0.0012885989805929,0.0011100250179557
0.0006736694186817,-0.0012999945294562,0.0010596891204733
0.0006694185750474,-0.0013100683202671,0.0010090146456334
0.0006644829067578,-0.0013188242893338,0.0009580464465628
0.0006588856253754,-0.0013262663729643,0.0009068293763884
0.0006526499424625,-0.0013323985074667,0.0008554082882372
