x,y,z
-0.0089771754935983,0.008061170721396,0.0456423782835421
-0.010191920070647,0.0091796261828465,0.038468884096295
-0.0114030735896254,0.0103453464831878,0.0315859277965518
-0.0126098476135695,0.0115558039804947,0.0249879902707951
-0.0138114686438032,0.012808506402868,0.0186695972586345
-0.0150071781199388,0.0141009968484342,0.0126253193528067
-0.0161962324198769,0.0154308537853458,0.006849771999175
-0.017377902859806,0.0167956910517809,0.0013376154967298
-0.018551475694203,0.0181931578559434,-0.0039164450024114
-0.0197162521158329,0.0196209387760631,-0.0089176594930047
-0.0208715482557489,0.0210767537603957,-0.0136712331166786
-0.0220166951832923,0.0225583581272225,-0.0181823261619353
-0.0231510389060927,0.0240635425648507,-0.0224560540641496
-0.0242739403700679,0.0255901331316134,-0.0264974874055697
-0.0253847754594237,0.0271359912558694,-0.0303116519153167
-0.0264829349966544,0.0286990137360034,-0.0339035284693847
-0.0275678247425422,0.0302771327404257,-0.0372780530906412
-0.0286388653961576,0.0318683158075726,-0.0404401169488265
-0.0296954925948593,0.0334705658459063,-0.043394566360554
-0.0307371569142941,0.0350819211339145,-0.0461462027893102
-0.031763323868397,0.0367004553201109,-0.0486997828454548
-0.0327734739093914,0.0383242774230351,-0.0510600182862205
-0.0337671024277885,0.0399515318312523,-0.053231576015713
-0.0347437197523881,0.0415803983033536,-0.055219078084911
-0.0357028511502778,0.043209091967956,-0.0570271016916666
-0.0366440368268338,0.0448358633237022,-0.0586601791807048
-0.03756683192572,0.0464589982392607,-0.0601227980436235
-0.0384708065288888,0.0480768179533259,-0.0614194009188939
-0.0393555456565808,0.0496876790746178,-0.0625543855918602
-0.0402206492673247,0.0512899735818825,-0.0635321049947398
-0.0410657322579373,0.0528821288238917,-0.064356867206623
-0.0418904244635238,0.0544626075194431,-0.0650329354534732
-0.0426943706574773,0.0560299077573599,-0.0655645281081269
-0.0434772305514794,0.0575825629964914,-0.0659558186902937
-0.0442386787954997,0.0591191420657126,-0.0662109358665563
-0.0449784049777959,0.0606382491639242,-0.0663339634503705
-0.0456961136249141,0.062138523860053,-0.066328940402065
-0.0463915242016885,0.0636186410930514,-0.0661998608288419
-0.0470643711112414,0.0650773111718975,-0.0659506739847759
-0.0477144036949835,0.0665132797755954,-0.0655852842708152
-0.0483413862326133,0.067925327953175,-0.0651075512347809
-0.0489450979421179,0.0693122721236919,-0.0645212895713673
-0.0495253329797724,0.0706729640762277,-0.0638302691221415
-0.0500819004401401,0.0720062909698895,-0.0630382148755439
-0.0506146243560724,0.0733111753338105,-0.0621488069668881
-0.051123343698709,0.0745865750671496,-0.0611656806783603
-0.0516079123774777,0.0758314834390915,-0.0600924264390204
-0.0520681992400947,0.0770449290888466,-0.0589325898248009
-0.052504088072564,0.0782259760256514,-0.0576896715585076
-0.0529154775991782,0.0793737236287679,-0.0563671275098192
-0.0533022814825177,0.0804873066474842,-0.0549683686952876
-0.0536644283234515,0.0815658952011138,-0.0534967612783378
-0.0540018616611364,0.0826086947789965,-0.0519556265692679
-0.0543145399730175,0.0836149462404975,-0.050348241025249
-0.0546024366748283,0.0845839258150081,-0.0486778362503253
-0.0548655401205901,0.0855149451019451,-0.0469475989954139
-0.0551038536026128,0.0864073510707515,-0.0451606711583053
-0.0553173953514942,0.0872605260608959,-0.0433201497836629
-0.0555061985361204,0.0880738877818725,-0.0414290870630233
-0.0556703112636656,0.0888468893132017,-0.0394904903347958
-0.0558097965795922,0.0895790191044295,-0.0375073220842633
-0.055924732467651,0.0902698009751277,-0.0354824999435813
-0.0560152118498806,0.0909187941148939,-0.0334188966917788
-0.0560813425866081,0.0915255930833517,-0.0313193402547576
-0.0561232474764487,0.0920898278101502,-0.0291866137052927
-0.0561410642563057,0.0926111635949645,-0.027023455263032
-0.0561349456013706,0.0930893011074956,-0.0248325582944968
-0.0561050591251233,0.0935239763874701,-0.0226165713130811
-0.0560515873793316,0.0939149608446405,-0.0203780979790522
-0.0559747278540516,0.0942620612587851,-0.0181196970995505
-0.0558746929776276,0.094565119779708,-0.0158438826285894
-0.0557517101166921,0.0948240139272392,-0.0135531236670552
