Centripetal_Acceleration,Angle_Degrees,Angle_Radians
0.0005946377871732262,0.013964966075822698,0.00024373463795241817
0.0005829014281297916,0.014530507862449325,0.00025360520418666406
0.0005712876913097013,0.015134484375587483,0.0002641465829456397
0.000559796770462637,0.015780350579856547,0.0002754190747374931
0.0005484288694294458,0.016471917697556796,0.0002874891979398896
0.0005371842027526641,0.01721338910631845,0.0003004303153321812
0.000526062996332518,0.018009398144317755,0.00031432329392090176
0.0005150654881252852,0.018865047062631618,0.00032925718478660665
0.0005041919288878918,0.019785945889748382,0.00034532990139754825
0.0004934425829782441,0.02077824930739502,0.0003626488632142745
0.0004828177292047694,0.021848688704649923,0.0003813315551394361
0.0004723176617373256,0.023004595302894983,0.00040150593112433966
0.00046194269108105476,0.024253908505210794,0.0004233105598933846
0.00045169314511481055,0.025605161303105087,0.0004468943702434255
0.00044156937020225844,0.027067431511924714,0.00047241579994115304
0.000431571732379638,0.028650243658693425,0.0005000410833428268
0.0004217006186234419,0.030363401389297426,0.0005299413263478607
0.00041195643820316657,0.03221672426362919,0.000562287912607475
0.0004023396241296927,0.03421965594399681,0.0005972456651223928
0.0003928506346950212,0.03638070360702006,0.0006349630621346773
0.0003834899551188488,0.0387066621424541,0.0006755586968428664
0.0003742580993019193,0.041201573618288835,0.0007191031166419735
0.0003651556116915546,0.043865376373867206,0.0007655952453505139
0.0003561830692668599,0.04669221471633331,0.0008149328818481664
0.00034734108364858934,0.04966841734972446,0.0008668774170073677
0.00033863030333414846,0.05277021945077802,0.0009210140764160302
0.00033005141606622855,0.05596140744722073,0.0009767108140040766
0.0003216051513339134,0.05919120797070265,0.0010330814673214727
0.0003132922830076408,0.0623929085271117,0.001088961683693745
0.0003051136321095512,0.0654838466711562,0.001142908731282804
0.00029707006970972635,0.06836746448355722,0.0011932373564783583
0.00028916251994905775,0.07093800055808057,0.001238101674520081
0.0002813919631707876,0.07308799972145635,0.0012756262388361119
0.0002737594391477897,0.0747181540909381,0.0013040777998993404
0.0002662660503850136,0.07574818035161503,0.0013220551495301582
0.0002589129654612386,0.07612677042239978,0.0013286627927807106
0.00025170142237770763,0.0758384655848065,0.0013236309241152803
0.00024463273185735613,0.07490580786558056,0.001307352976120647
0.0002377082805343933,0.07338622932785116,0.001280831327394628
0.00023092953394853168,0.07136445548935802,0.0012455447171822386
0.00022429803925157676,0.06894221591430803,0.001203268661325508
0.0002178154274996918,0.0662274264403174,0.0011558866465058864
0.00021148341538413848,0.06332470829543452,0.0011052246576202984
0.00020530380622854632,0.06032838918982074,0.0010529290237869262
0.00019927849003596783,0.057318331689285594,0.0010003936097282371
0.0001934094423510635,0.05435831348942104,0.0009487315462216449
0.0001876987216372777,0.05149634580866668,0.0008987807871068154
0.00018214846485855164,0.048766233276109135,0.0008511313344637254
0.0001767608808831681,0.046189762147066056,0.000806163430179348
0.00017153824130724404,0.04377906058743705,0.0007640887506808594
0.00016648286824890902,0.04153883859111512,0.0007249895008694414
0.00016159711864073613,0.03946835088854841,0.0006888526733375992
0.00015688336452783662,0.037563023014648464,0.0006555984286080219
0.00015234396889848042,0.03581574129511032,0.0006251026096421732
0.0001479812565838224,0.03421784016188082,0.0005972139737459698
0.00014379747986550864,0.032759833924798434,0.0005717669643942691
0.00013979477851241187,0.03143194233304408,0.0005485908840086073
0.00013597513415137356,0.0302244553511858,0.0005275162605002113
0.00013234031910424744,0.0291279760057521,0.0005083790857422809
0.00012889184009495666,0.0281335729702688,0.0004910234786812713
0.00012563087758595185,0.02723286782957344,0.0004753032083864985
0.00012255822188851043,0.026418076154115174,0.0004610824109319107
0.0001196742076112037,0.025682016752963537,0.0004482357508915569
0.00011697864842543962,0.025018099701231776,0.0004366482123787041
0.0001144707745071655,0.024420300829021312,0.0004262146537939227
0.00011214917530404496,0.02388312815372346,0.0004168392219582288
0.00011001175043644508,0.02340158409885358,0.00040843469270734515
0.00010805567152888572,0.022971126136327465,0.0004009217839698381
0.00010627735754581213,0.022587627616072872,0.0003942284721148693
0.000104672465763279,0.02224733991865886,0.0003882893313909645
0.0001032358998730845,0.02194685662640215,0.0003830449085938526
0.00010196183589148462,0.021683080096225743,0.0003784411396527881
0.0001008437656518332,0.021453190610009956,0.0003744288112026045
9.987455671156946e-05,0.0212546181332062,0.00037096306767853886
9.904652665790796e-05,0.02108501662459827,0.00036800296293698105
9.835152907323458e-05,0.02094224078148935,0.0003655110543824195
9.778104791986094e-05,0.020824325073196724,0.000363453037032892
9.732629686067714e-05,0.020729464902925914,0.0003617974147326639
